domain,Organization,email_pattern
chamber.fi,FINLAND CHAMBER OF COMMERCE,{firstname}.{lastname}@{domain}
channel4.com,Channel 4,{firstname}.{lastname}@{domain}
channelislands.eu,,{firstname}.{lastname}@{domain}
chappuishalder.com,Chappuis Halder & Co.,{firstname}.{lastname}@{domain}
charcoendique.nl,Charco & Dique,{firstname}.{lastname}@{domain}
chasepaymentech.com,Chase Paymentech Europe Limited,{firstname}.{lastname}@{domain}
checkout.com,Checkout.com,{firstname}.{lastname}@{domain}
chello.at,European Parliament,{firstname}.{lastname}@{domain}
chesstelecom.com,Chess Telecoms,{firstname}.{lastname}@{domain}
chi.frb.org,,{firstname}.{lastname}@{domain}
chinaeu.eu,ChinaEU,{firstname}.{lastname}@{domain}
chiomenti.net,Chiomenti – Lex Mundi member,{firstname}.{lastname}@{domain}
cibe-europe.eu,,{firstname}.{lastname}@{domain}
cicero-group.com,Cicero Consulting,{firstname}.{lastname}@{domain}
cii.co.uk,CII - Chartered Insurance Institute,{firstname}.{lastname}@{domain}
cinnober.com,Cinnober,{firstname}.{lastname}@{domain}
cip.org.pt,Confederation of Portuguese Business,{firstname}.{lastname}@{domain}
cipfa.org,"CIPFA - Chartered Institute of Public Finance and Accountancy,",{firstname}.{lastname}@{domain}
cisi.org,CISI - Chartered Institute for Securities & Investment,{firstname}.{lastname}@{domain}
citadel.com,Citadel LLC,{firstname}.{lastname}@{domain}
citadele.lv,National Bank of Estonia,{firstname}.{lastname}@{domain}
citadelsecurities.com,Citadel,{firstname}.{lastname}@{domain}
citizensadvice.org.uk,Citizens Advice,{firstname}.{lastname}@{domain}
cityofficebrussels.be,City of London Corporation,{firstname}.{lastname}@{domain}
cityoflondon.gov.uk,City of London Corporation,{firstname}.{lastname}@{domain}
cityoflondon.gov.uk ,City of London Corporation,{firstname}.{lastname}@{domain}
"cl.cam.ac.uk
",University of Cambridge,{firstname}.{lastname}@{domain}
claas.com,Claas KGaA mbH,{firstname}.{lastname}@{domain}
claustro-ieb.es,IEB - Instituto de Estudios Borsatiles,{firstname}.{lastname}@{domain}
clear2pay.com,Clear2Pay,{firstname}.{lastname}@{domain}
clearjunction.com,Clear Junction Limited,{firstname}.{lastname}@{domain}
clearview-intelligence.com,Clearview Intelligence,{firstname}.{lastname}@{domain}
cleveradvice.eu,CleverAdvice,{firstname}.{lastname}@{domain}
clge.eu,CLGE - Comité de Liaison des Géomètres Européens ,{firstname}.{lastname}@{domain}
cliffordchance.com,Clifford Chance LLP,{firstname}.{lastname}@{domain}
climate-kic.org,Climate-KIC,{firstname}.{lastname}@{domain}
clinrex.com,Clinrex GmbH,{firstname}.{lastname}@{domain}
clintonlane.co.uk,Clinton Lane Limited,{firstname}.{lastname}@{domain}
clora.eu ,INSERM/CLORA,{firstname}.{lastname}@{domain}
cme.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,CME Group,{firstname}.{lastname}@{domain}
cmegroup.com,CME Group,{firstname}.{lastname}@{domain}
cmg-ae.at,CMG-AE - Computer Measurement Group Austria and Eastern Europe,{firstname}.{lastname}@{domain}
cml.org.uk,CML,{firstname}.{lastname}@{domain}
cms-aacs.com,CMS tax & law,{firstname}.{lastname}@{domain}
cms-cmck.com,CMS Cameron McKenna,{firstname}.{lastname}@{domain}
cms-cmno.com,CMS Cameron McKenna,{firstname}.{lastname}@{domain}
cms-db.com,CMS-DeBacker scrl,{firstname}.{lastname}@{domain}
cms-dblux.com,CMS,{firstname}.{lastname}@{domain}
cms-hs.com,CMS Hasche Sigle,{firstname}.{lastname}@{domain}
cncd.be,CNCD-11 11 11 - Centre National de Coopération au Développement- 11 11 11,{firstname}.{lastname}@{domain}
cnhind.com,CNH Industrial Belgium NV,{firstname}.{lastname}@{domain}
cobcoe.eu,The Council of British Cambers of Commerce in Europe,{firstname}.{lastname}@{domain}
coe.int,Council of Europe,{firstname}.{lastname}@{domain}
coebank.org,Council of Europe Development Bank,{firstname}.{lastname}@{domain}
coeli.se,Coeli,{firstname}.{lastname}@{domain}
cogeneurope.eu,COGEN Europe - European Trade Association for the Promotion of Cogeneration,{firstname}.{lastname}@{domain}
cognitomedia.com,Cognito,{firstname}.{lastname}@{domain}
cognizant.com,Cognizant Technology Solutions,{firstname}.{lastname}@{domain}
coindesk.com,CoinDesk,{firstname}.{lastname}@{domain}
"coleurope.eu
",colleague of Europe ,{firstname}.{lastname}@{domain}
colt.net,Colt Technology Services,{firstname}.{lastname}@{domain}
comarch.com,Comarch,{firstname}.{lastname}@{domain}
comarch.pl,Comarch,{firstname}.{lastname}@{domain}
comeos.be,Comeos,{firstname}.{lastname}@{domain}
commerzbank.com,Commerzbank AG,{firstname}.{lastname}@{domain}
commoditymkts.org,CMC - Commodity Markets Council,{firstname}.{lastname}@{domain}
commscope.com,CommScope,{firstname}.{lastname}@{domain}
communitygroup.eu,Community Group - Community Public Affairs,{firstname}.{lastname}@{domain}
companywebcast.com,Company Webcast,{firstname}.{lastname}@{domain}
compliancy-services.co.uk,Compliancy Services Ltd,{firstname}.{lastname}@{domain}
computershare.co.za,Computershare Ltd,{firstname}.{lastname}@{domain}
comune.fi.it,Municipality of Florence,{firstname}.{lastname}@{domain}
confcommercio.eu,Confcommercio - CONFCOMMERCIO - IMPRESE PER L'ITALIA,{firstname}.{lastname}@{domain}
confcooperative.it,Confcooperative - Ufficio di Bruxelles,{firstname}.{lastname}@{domain}
confederationconstruction.be,Construction Confederation,{firstname}.{lastname}@{domain}
conference-board.org,,{firstname}.{lastname}@{domain}
"connect-ee.com
",Connect Energy Economics Gmb,{firstname}.{lastname}@{domain}
conning.com,Conning,{firstname}.{lastname}@{domain}
consertiv.com,Consertiv,{firstname}.{lastname}@{domain}
consilium.europa.eu,Council of the European Union,{firstname}.{lastname}@{domain}
consilium.europa.eu.int,Council of the European Union,{firstname}.{lastname}@{domain}
consilium.europe.eu,Council of the European Union,{firstname}.{lastname}@{domain}
construction-products.eu,Construction Products Europe AISBL,{firstname}.{lastname}@{domain}
construire.org,,{firstname}.{lastname}@{domain}
consumerfocus.org.uk,National Consumer Council,{firstname}.{lastname}@{domain}
consumersforum.it,Consumers' Forum,{firstname}.{lastname}@{domain}
conveniencestoresnews.se,Convenience Stores Sweden,{firstname}.{lastname}@{domain}
cookmedical.com,Cook Medical,{firstname}.{lastname}@{domain}
copa-cogeca.eu,COGECA - European Agri-Cooperatives,{firstname}.{lastname}@{domain}
cor.europa.eu,Committee of the Regions,{firstname}.{lastname}@{domain}
corman.be,CORMAN,{firstname}.{lastname}@{domain}
cornwall.gov.uk ,Cornwall Council,{firstname}.{lastname}@{domain}
coronadirect.be,Corona direct,{firstname}.{lastname}@{domain}
corporatejustice.org,ECCJ,{firstname}.{lastname}@{domain}
cosandco.com,Cos&Co,{firstname}.{lastname}@{domain}
cosmoelement.com,Cosmo Element,{firstname}.{lastname}@{domain}
cost.eu,European Cooperation in Science and Technology,{firstname}.{lastname}@{domain}
coutts.com,Coutts,{firstname}.{lastname}@{domain}
covestro.com,Covestro,{firstname}.{lastname}@{domain}
cpme.eu,CPME - Standing Committee of European Doctors,{firstname}.{lastname}@{domain}
cptmarkets.co.uk,CPT Market UK ,{firstname}.{lastname}@{domain}
cqsm.com,CQS - CQS - Hedge Fund,{firstname}.{lastname}@{domain}
craftsnus.se,Craft Snus,{firstname}.{lastname}@{domain}
cre.fr,French Energy Regulatory Commission,{firstname}.{lastname}@{domain}
credit-agricole-be.fr,Crédit Agricole,{firstname}.{lastname}@{domain}
credit-agricole-sa.fr,Crédit Agricole,{firstname}.{lastname}@{domain}
credit-agricole.com,Crédit Agricole,{firstname}.{lastname}@{domain}
credit-agricole.sa ,Crédit Agricole,{firstname}.{lastname}@{domain}
credit-suisse.com,Credit Suisse,{firstname}.{lastname}@{domain}
credit-suisse.com ,Credit Suisse,{firstname}.{lastname}@{domain}
creditmutuel.fr,Confédération Nationale du Crédit Mutuel,{firstname}.{lastname}@{domain}
creditsafe.com,Creditsafe,{firstname}.{lastname}@{domain}
creditsafe.se,Creditsafe,{firstname}.{lastname}@{domain}
creg.be,Commission pour la Régulation de l'Electricité et du Gaz,{firstname}.{lastname}@{domain}
crestbridge.com,Crestbridge,{firstname}.{lastname}@{domain}
crhov.yu,CSD and CH of Serbia,{firstname}.{lastname}@{domain}
croplife.org,CropLife International,{firstname}.{lastname}@{domain}
croplifeeurope.eu,CropLife Europe,{firstname}.{lastname}@{domain}
crowecw.co.uk,Crowe Clark Whitehill LLP,{firstname}.{lastname}@{domain}
crowehowarthinternational.com,Crowe Horwath International,{firstname}.{lastname}@{domain}
crpm.org,CRPM - Conference of Peripheral Maritime Regions,{firstname}.{lastname}@{domain}
crt.dk,Centre for Regional and Tourism Research,{firstname}.{lastname}@{domain}
cs.ox.ac.uk,University of Oxford,{firstname}.{lastname}@{domain}
csa.be,CSA belge,{firstname}.{lastname}@{domain}
cserv.net,CServ Consulting,{firstname}.{lastname}@{domain}
cso.gov.im,Isle of Man Government,{firstname}.{lastname}@{domain}
ct.catapult.org.uk,Cell & Gene Therapy Catapult,{firstname}.{lastname}@{domain}
ct.cz,Czech Telecom,{firstname}.{lastname}@{domain}
ctrader.com,cTrader,{firstname}.{lastname}@{domain}
cullen-international.com,Cullen International,{firstname}.{lastname}@{domain}
culture.gov.uk,"DCMS - Department for Digital, Culture, Media and Sport",{firstname}.{lastname}@{domain}
cummingspepperdine.com,"Cummings Pepperdine LLP
",{firstname}.{lastname}@{domain}
currencyassociation.org,ICA - International Currency Association,{firstname}.{lastname}@{domain}
cwt.com,"Cadwalader, Wickersham & Taft LLP",{firstname}.{lastname}@{domain}
cy.ey.com,EY,{firstname}.{lastname}@{domain}
cy.pwc.com,PwC - PricewaterhouseCoopers,{firstname}.{lastname}@{domain}
cybersheath.com,Cybersheath Services International ,{firstname}.{lastname}@{domain}
cynation.com,CyNation,{firstname}.{lastname}@{domain}
cz.pwc.com,Lasalle Technology,{firstname}.{lastname}@{domain}
czechtrade.cz,CzechTrade,{firstname}.{lastname}@{domain}
daftrucks.com,DAF trucks,{firstname}.{lastname}@{domain}
daiwacm.com,Daiwa Capital Markets Europe,{firstname}.{lastname}@{domain}
damco.com,Damco,{firstname}.{lastname}@{domain}
danone.com,DANONE,{firstname}.{lastname}@{domain}
danskebank.com,Danske Bank ,{firstname}.{lastname}@{domain}
danskebank.dk,Hamonoya,{firstname}.{lastname}@{domain}
danskebankas.lt,UAB Danske Capital,{firstname}.{lastname}@{domain}
darlington.gov.uk,Darlington Council ,{firstname}.{lastname}@{domain}
darwinrecruitment.com,Darwin Recruitment,{firstname}.{lastname}@{domain}
dassault-aviation.com,Dassault Aviation,{firstname}.{lastname}@{domain}
data-net.com,Datanet Services,{firstname}.{lastname}@{domain}
datafabriq.de,DataFabriQ,{firstname}.{lastname}@{domain}
datev.com,DATEV eG,{firstname}.{lastname}@{domain}
datsaconsulting.com,DATSA Belgium,{firstname}.{lastname}@{domain}
dauphine.fr,University Dauphine Paris,{firstname}.{lastname}@{domain}
davispolk.com,Davis Polk & Wardwell LLP,{firstname}.{lastname}@{domain}
db.be,Deutsche Bank,{firstname}.{lastname}@{domain}
db.com,Deutsche Bank,{firstname}.{lastname}@{domain}
db.de,Deutsche Bank,{firstname}.{lastname}@{domain}
dbs.si,Deželna Banka Slovenije,{firstname}.{lastname}@{domain}
de.bosch.com,Robert Bosch,{firstname}.{lastname}@{domain}
de.bp.com,BP,{firstname}.{lastname}@{domain}
de.equens.com,equensWorldline,{firstname}.{lastname}@{domain}
de.pwc.com,PwC - PricewaterhouseCoopers,{firstname}.{lastname}@{domain}
debacker-bastin.com,DS Avocats,{firstname}.{lastname}@{domain}
dechert.com,Dechert LLP,{firstname}.{lastname}@{domain}
defra.gsi.gov.uk,"Department for Environment Food and Rural Affairs, UK",{firstname}.{lastname}@{domain}
dehavilland.co.uk,DeHavilland,{firstname}.{lastname}@{domain}
dehavillandeurope.eu,DeHavilland,{firstname}.{lastname}@{domain}
deka.de,Dekabank,{firstname}.{lastname}@{domain}
dekra.com,DEKRA,{firstname}.{lastname}@{domain}
delege.plDr,dLK Korus Okon Attorneys Partnership,{firstname}.{lastname}@{domain}
deliveroo.be,Deliveroo,{firstname}.{lastname}@{domain}
"deloitte,com",Deloitte,{firstname}.{lastname}@{domain}
delphi.com,Delphi,{firstname}.{lastname}@{domain}
delvano.be,Delvano,{firstname}.{lastname}@{domain}
demelza.org.uk,Demelza hospice care for children,{firstname}.{lastname}@{domain}
denp.be,Decupere & Partner,{firstname}.{lastname}@{domain}
dentons.com,Dentons,{firstname}.{lastname}@{domain}
dettling-ott.ch,Lufthansa Group (LHG),{firstname}.{lastname}@{domain}
deutche-boerse.com,Deutsche Börse,{firstname}.{lastname}@{domain}
deutsche-boerse.com,Deutsche Börse,{firstname}.{lastname}@{domain}
"deutsche-boerse.com
",Deutsche Börse,{firstname}.{lastname}@{domain}
deutsche-borse.com,Deutsche Börse,{firstname}.{lastname}@{domain}
deutschepost.de,DPDHL - Deutsche Post DHL Group,{firstname}.{lastname}@{domain}
devlies.fed.be,,{firstname}.{lastname}@{domain}
devolksbank.nl,Volksbank NV,{firstname}.{lastname}@{domain}
dewolf-law.be,De Wolf & Partners,{firstname}.{lastname}@{domain}
dewulfgroup.com,Dewulf,{firstname}.{lastname}@{domain}
dfat.gov.au,Mission of Australia to EU,{firstname}.{lastname}@{domain}
dfs.de,DFS - DFS - Deutsche Flugsicherung GmbH,{firstname}.{lastname}@{domain}
dgfip.finances.gouv.fr,DGFIP - General Directorate of Public Finances,{firstname}.{lastname}@{domain}
dgtresor.gouv.freu,Permanent Reprersentation of France to the EU ,{firstname}.{lastname}@{domain}
dh.gov.uk,Department of Health of UK,{firstname}.{lastname}@{domain}
dhl.com,DHL,{firstname}.{lastname}@{domain}
diageo.com,Diageo,{firstname}.{lastname}@{domain}
diehl.com,Diehl,{firstname}.{lastname}@{domain}
diehl.de,Diehl,{firstname}.{lastname}@{domain}
digicelgroup.com,Digicel,{firstname}.{lastname}@{domain}
digiecon.com,DIGIECON ADVISORS LIMITED,{firstname}.{lastname}@{domain}
digitalasset.com,Digital Asset,{firstname}.{lastname}@{domain}
digitaleurope.org,Digital Europe,{firstname}.{lastname}@{domain}
digitaleurope.org ,DIGITALEUROPE,{firstname}.{lastname}@{domain}
dilosk.com,Dilosk,{firstname}.{lastname}@{domain}
dinersclub.co.uk,Diners Club International,{firstname}.{lastname}@{domain}
diplo.be,Permanent Representation of Germany to the EU,{firstname}.{lastname}@{domain}
diplo.de,Permanent Representation of Germany to the EU,{firstname}.{lastname}@{domain}
dipobel.fed.be,Permanent Representation of Belgium to the EU,{firstname}.{lastname}@{domain}
dk.ey.com,,{firstname}.{lastname}@{domain}
dkb.ag,Deutsche Kreditbank AG,{firstname}.{lastname}@{domain}
dkb.de,DKB,{firstname}.{lastname}@{domain}
dlapiper.com ,DLA Piper,{firstname}.{lastname}@{domain}
dlh.de,Lufthansa ,{firstname}.{lastname}@{domain}
dlmedia.com,D&L Media Ltd.,{firstname}.{lastname}@{domain}
dlr.de,DLR - German Aerospace Center,{firstname}.{lastname}@{domain}
dnata.com,dnata,{firstname}.{lastname}@{domain}
dnb.no,DnB NOR Bank,{firstname}.{lastname}@{domain}
dods.eu,DODs,{firstname}.{lastname}@{domain}
domusgroup.com,Domus Group ,{firstname}.{lastname}@{domain}
dongenergy.com,Dong Energy,{firstname}.{lastname}@{domain}
dorchestercollection.com,EHMA - European Hotel Managers Association,{firstname}.{lastname}@{domain}
dorsetforyou.com,Dorset County Council,{firstname}.{lastname}@{domain}
dotecon.com,DotEcon Ltd,{firstname}.{lastname}@{domain}
doutrelepont.be,DOUTRELEPONT & Associés,{firstname}.{lastname}@{domain}
dowjones.com,Dow Jones,{firstname}.{lastname}@{domain}
drboss-finanzmanagement.de,Dr. Boss Finanz Management GmbH,{firstname}.{lastname}@{domain}
drdpartnership.com,DRD Partnership,{firstname}.{lastname}@{domain}
drive-now.com,DriveNow,{firstname}.{lastname}@{domain}
drtenergy.co.uk,Dragon River & Tidal Ltd,{firstname}.{lastname}@{domain}
dsa.ie,,{firstname}.{lastname}@{domain}
dsm.com,Royal DSM ,{firstname}.{lastname}@{domain}
dti.gsi.gov.uk,Department of Trade,{firstname}.{lastname}@{domain}
dts.de,DTS Systeme GmbH,{firstname}.{lastname}@{domain}
dubaimediacity.net,,{firstname}.{lastname}@{domain}
duffandphelps.com,Duff & Phelps,{firstname}.{lastname}@{domain}
dundas-wilson.com,Dundas & Wilson,{firstname}.{lastname}@{domain}
dvai-dvrh.eu,German Association of the Flavour Industry,{firstname}.{lastname}@{domain}
dwf.law,DWF Group,{firstname}.{lastname}@{domain}
dws.com,DWS Group,{firstname}.{lastname}@{domain}
e-comprocessing.com,ECP - E-com Processing,{firstname}.{lastname}@{domain}
e-control.at,Energie-Control Austria,{firstname}.{lastname}@{domain}
e-i.ru,United Credit Bureau,{firstname}.{lastname}@{domain}
e-ma.org,The Electronic Money Association,{firstname}.{lastname}@{domain}
e3g.org,E3G,{firstname}.{lastname}@{domain}
e3g.org ,E3G,{firstname}.{lastname}@{domain}
eaa-europe.eu,EAA - European Anglers Alliance ,{firstname}.{lastname}@{domain}
eaca.be,EACA - European Association of Communications Agencies,{firstname}.{lastname}@{domain}
eachccp.eu,EACH - European Association of CCP Clearing Houses,{firstname}.{lastname}@{domain}
eacongroup.com,EACON ,{firstname}.{lastname}@{domain}
eact.eu,EACT - European Association of Corporate Treasurers,{firstname}.{lastname}@{domain}
eahp.eu ,EAHP - European Association of Hospital Pharmacists,{firstname}.{lastname}@{domain}
eamesconsulting.com,Eames Consulting Group,{firstname}.{lastname}@{domain}
eandis.be,Eandis,{firstname}.{lastname}@{domain}
eapb.du,EAPB - European Association of Public Banks,{firstname}.{lastname}@{domain}
eapb.eu,EAPB - European Association of Public Banks,{firstname}.{lastname}@{domain}
earsc.org ,EARSC - European Association of Remote Sensing Companies,{firstname}.{lastname}@{domain}
eas.europa.eu,,{firstname}.{lastname}@{domain}
easa-alliance.org,European Advertising Standards Alliance,{firstname}.{lastname}@{domain}
easpd.eu,EASPD - European Association of Service providers for Persons with Disabilities,{firstname}.{lastname}@{domain}
east-of-england.eu,East of England European Partnership,{firstname}.{lastname}@{domain}
eaza.net,EAZA - European Association of Zoos and Aquaria,{firstname}.{lastname}@{domain}
eba.europa.eu,EBA - European Banking Authority,{firstname}.{lastname}@{domain}
ebcd.org,,{firstname}.{lastname}@{domain}
ebi-europa.eu ,European University Institute,{firstname}.{lastname}@{domain}
ebn.eu,EBN - Innovation Network,{firstname}.{lastname}@{domain}
ebrc.com,,{firstname}.{lastname}@{domain}
ec.commission.eu,European Commission-DG-AGRI,{firstname}.{lastname}@{domain}
